latitude,longitude,speed,heading,ignition,engine_running,state,hour,minute,day,month,day_of_week,week_of_year,is_weekend,is_night,previous_speed,speed_change,acceleration,is_moving,is_speeding,speed_normalized,speed_category_encoded
24.961405,66.966085,41.85,105,1,1,0,7,42,28,7,1,31,0,0,0.0,41.85,41.85,1,0,0.29894992499464246,2
24.955391,66.996983,19.22,342,1,1,0,16,1,27,7,0,31,0,0,0.0,19.22,19.22,1,0,0.1372955211086506,1
25.057261,66.92256,93.85,2,1,1,0,22,34,27,7,0,31,0,1,0.0,93.85,93.85,1,0,0.6704050289306378,4
24.976152,66.92525,37.23,302,1,1,0,22,29,27,7,0,31,0,1,0.0,37.23,37.23,1,0,0.26594756768340594,2
24.807192,67.218827,63.59,149,1,1,0,9,27,28,7,1,31,0,0,0.0,63.59,63.59,1,0,0.4542467319094221,3
25.026006,67.175575,98.92,318,1,1,0,7,44,28,7,1,31,0,0,0.0,98.92,98.92,1,0,0.7066219015643974,4
25.024296,67.095425,31.32,235,1,1,0,14,3,27,7,0,31,0,0,0.0,31.32,31.32,1,0,0.22373026644760338,2
25.052081,67.044034,74.67,37,1,1,0,11,1,28,7,1,31,0,0,0.0,74.67,74.67,1,0,0.5333952425173226,3
24.879658,66.956014,44.06,274,1,1,0,22,13,27,7,0,31,0,1,0.0,44.06,44.06,1,0,0.31473676691192226,2
24.901799,67.082395,27.68,101,1,1,0,20,37,27,7,0,31,0,1,0.0,27.68,27.68,1,0,0.1977284091720837,1
25.010489,67.012567,75.07,284,1,1,0,21,43,27,7,0,31,0,1,0.0,75.07,75.07,1,0,0.5362525894706764,3
25.013631,66.967275,39.92,317,1,1,0,7,47,28,7,1,31,0,0,0.0,39.92,39.92,1,0,0.28516322594471033,2
24.963674,67.067419,39.52,13,1,1,0,21,30,27,7,0,31,0,1,0.0,39.52,39.52,1,0,0.2823058789913565,2
24.948536,67.142038,51.29,347,1,1,0,18,58,27,7,0,31,0,0,0.0,51.29,51.29,1,0,0.3663833130937924,2
24.944476,67.162082,22.62,148,1,1,0,8,0,28,7,1,31,0,0,0.0,22.62,22.62,1,0,0.161582970212158,1
24.802487,66.911082,33.06,158,1,1,0,18,27,27,7,0,31,0,0,0.0,33.06,33.06,1,0,0.23615972569469248,2
24.95461,67.029672,115.33,40,1,1,0,17,59,27,7,0,31,0,0,0.0,115.33,115.33,1,1,0.8238445603257375,4
24.793517,66.943461,104.95,146,1,1,0,18,33,27,7,0,31,0,0,0.0,104.95,104.95,1,1,0.7496964068862061,4
24.903822,67.238754,107.88,15,1,1,0,4,30,28,7,1,31,0,1,0.0,107.88,107.88,1,1,0.7706264733195227,4
24.789681,67.002636,53.39,144,1,1,0,10,27,28,7,1,31,0,0,0.0,53.39,53.39,1,0,0.3813843845988999,2
24.803319,67.279934,62.81,100,1,1,0,23,8,27,7,0,31,0,1,0.0,62.81,62.81,1,0,0.4486749053503822,3
24.80497,66.969525,29.54,38,1,1,0,5,39,28,7,1,31,0,1,0.0,29.54,29.54,1,0,0.21101507250517892,1
24.938217,67.229498,53.89,350,1,1,0,19,33,27,7,0,31,0,0,0.0,53.89,53.89,1,0,0.38495606829059215,2
24.989491,67.222211,97.61,289,1,1,0,9,51,28,7,1,31,0,0,0.0,97.61,97.61,1,0,0.6972640902921636,4
24.910335,67.040682,62.64,144,1,1,0,10,42,28,7,1,31,0,0,0.0,62.64,62.64,1,0,0.44746053289520676,3
24.989609,67.294991,119.45,170,1,1,0,18,49,27,7,0,31,0,0,0.0,119.45,119.45,1,1,0.8532752339452818,4
25.064648,67.241855,118.97,84,1,1,0,17,56,27,7,0,31,0,0,0.0,118.97,118.97,1,1,0.8498464176012571,4
25.031267,66.956191,60.87,174,1,1,0,13,36,27,7,0,31,0,0,0.0,60.87,60.87,1,0,0.43481677262661617,3
25.000402,67.248681,135.61,214,1,1,0,21,7,27,7,0,31,0,1,0.0,135.61,135.61,1,1,0.9687120508607758,4
24.959236,67.235176,64.38,313,1,1,0,17,56,27,7,0,31,0,0,0.0,64.38,64.38,1,0,0.4598899921422958,3
24.839633,67.195414,5.13,289,1,1,0,6,11,28,7,1,31,0,0,0.0,5.13,5.13,1,0,0.03664547467676262,1
24.792768,67.137922,67.9,218,1,1,0,17,44,27,7,0,31,0,0,0.0,67.9,67.9,1,0,0.4850346453318094,3
24.916172,67.108571,62.76,108,1,1,0,12,14,27,7,0,31,0,0,0.0,62.76,62.76,1,0,0.4483177369812129,3
24.98073,67.212971,86.18,311,1,1,0,10,54,28,7,1,31,0,0,0.0,86.18,86.18,1,0,0.6156154011000786,3
25.098403,66.978334,52.39,184,1,1,0,16,12,27,7,0,31,0,0,0.0,52.39,52.39,1,0,0.3742410172155154,2
25.058445,67.120214,47.14,99,1,1,0,16,9,27,7,0,31,0,0,0.0,47.14,47.14,1,0,0.3367383384527466,2
24.857419,67.080207,46.61,172,1,1,0,3,30,28,7,1,31,0,1,0.0,46.61,46.61,1,0,0.3329523537395528,2
24.818086,67.189541,93.64,114,1,1,0,11,30,27,7,0,31,0,0,0.0,93.64,93.64,1,0,0.6689049217801271,4
25.067597,67.130307,4.39,179,1,1,0,3,30,28,7,1,31,0,1,0.0,4.39,4.39,1,0,0.03135938281305807,1
25.071064,67.084398,72.44,71,1,1,0,1,51,28,7,1,31,0,1,0.0,72.44,72.44,1,0,0.5174655332523751,3
24.775218,66.949772,47.8,192,1,1,0,15,18,27,7,0,31,0,0,0.0,47.8,47.8,1,0,0.34145296092578037,2
24.775726,67.080517,84.92,171,1,1,0,23,3,27,7,0,31,0,1,0.0,84.92,84.92,1,0,0.606614758197014,3
24.818161,67.213584,130.31,261,1,1,0,16,34,27,7,0,31,0,0,0.0,130.31,130.31,1,1,0.9308522037288377,4
25.00059,67.004569,134.2,60,1,1,0,15,8,27,7,0,31,0,0,0.0,134.2,134.2,1,1,0.9586399028502034,4
24.765263,67.129559,75.36,114,1,1,0,5,38,28,7,1,31,0,1,0.0,75.36,75.36,1,0,0.538324166011858,3
24.750724,67.002083,39.94,102,1,1,0,11,23,27,7,0,31,0,0,0.0,39.94,39.94,1,0,0.285306093292378,2
24.753996,66.900648,75.84,246,1,1,0,20,58,27,7,0,31,0,1,0.0,75.84,75.84,1,0,0.5417529823558825,3
24.986041,67.068267,52.62,320,1,1,0,22,29,27,7,0,31,0,1,0.0,52.62,52.62,1,0,0.3758839917136938,2
24.812402,67.04833,103.4,357,1,1,0,9,43,28,7,1,31,0,0,0.0,103.4,103.4,1,1,0.7386241874419601,4
25.077129,67.29389,19.59,146,1,1,0,15,47,27,7,0,31,0,0,0.0,19.59,19.59,1,0,0.1399385670405029,1
25.026759,67.210417,121.74,198,1,1,0,10,41,28,7,1,31,0,0,0.0,121.74,121.74,1,1,0.8696335452532323,4
24.750086,66.931115,20.07,26,1,1,0,6,21,28,7,1,31,0,0,0.0,20.07,20.07,1,0,0.14336738338452745,1
24.956523,66.925323,56.26,78,1,1,0,15,5,27,7,0,31,0,0,0.0,56.26,56.26,1,0,0.4018858489892135,2
24.991241,67.211932,31.62,62,1,1,0,14,41,27,7,0,31,0,0,0.0,31.62,31.62,1,0,0.22587327666261875,2
25.001064,67.26434,125.29,34,1,1,0,17,46,27,7,0,31,0,0,0.0,125.29,125.29,1,1,0.8949924994642474,4
24.889748,66.929191,40.69,198,1,1,0,18,31,27,7,0,31,0,0,0.0,40.69,40.69,1,0,0.29066361882991637,2
24.889971,67.171363,73.98,92,1,1,0,16,2,27,7,0,31,0,0,0.0,73.98,73.98,1,0,0.5284663190227873,3
24.792621,67.094836,85.94,290,1,1,0,9,45,28,7,1,31,0,0,0.0,85.94,85.94,1,0,0.6139009929280662,3
24.975523,66.975356,110.02,144,1,1,0,6,9,28,7,1,31,0,0,0.0,110.02,110.02,1,1,0.7859132795199656,4
24.934263,67.126687,2.48,188,1,1,0,14,36,27,7,0,31,0,0,0.0,2.48,2.48,1,0,0.017715551110793627,1
24.86358,67.059894,112.92,139,1,1,0,3,3,28,7,1,31,0,1,0.0,112.92,112.92,1,1,0.8066290449317808,4
24.847973,66.909023,82.51,205,1,1,0,10,20,28,7,1,31,0,0,0.0,82.51,82.51,1,0,0.5893992428030573,3
24.768038,67.050867,74.99,309,1,1,0,13,24,27,7,0,31,0,0,0.0,74.99,74.99,1,0,0.5356811200800057,3
24.944202,66.945553,16.04,260,1,1,0,18,7,27,7,0,31,0,0,0.0,16.04,16.04,1,0,0.11457961282948781,1
24.828608,67.170341,31.34,225,1,1,0,2,54,28,7,1,31,0,1,0.0,31.34,31.34,1,0,0.22387313379527107,2
24.94734,67.075504,36.49,271,1,1,0,21,10,27,7,0,31,0,1,0.0,36.49,36.49,1,0,0.2606614758197014,2
24.905619,66.997261,58.94,22,1,1,0,9,8,28,7,1,31,0,0,0.0,58.94,58.94,1,0,0.421030073576684,2
24.916744,67.165335,36.26,42,1,1,0,0,38,28,7,1,31,0,1,0.0,36.26,36.26,1,0,0.25901850132152293,2
24.878521,66.93227,110.2,243,1,1,0,9,16,28,7,1,31,0,0,0.0,110.2,110.2,1,1,0.7871990856489749,4
24.766467,67.124578,32.14,276,1,1,0,3,3,28,7,1,31,0,1,0.0,32.14,32.14,1,0,0.2295878277019787,2
25.019624,66.956174,95.19,343,1,1,0,22,23,27,7,0,31,0,1,0.0,95.19,95.19,1,0,0.6799771412243731,4
24.883777,67.122617,95.92,149,1,1,0,7,38,28,7,1,31,0,0,0.0,95.92,95.92,1,0,0.6851917994142438,4
25.006129,67.114196,73.98,225,1,1,0,22,34,27,7,0,31,0,1,0.0,73.98,73.98,1,0,0.5284663190227873,3
24.834705,67.170802,49.35,151,1,1,0,3,51,28,7,1,31,0,1,0.0,49.35,49.35,1,0,0.3525251803700264,2
25.046036,67.252589,139.5,198,1,1,0,12,17,27,7,0,31,0,0,0.0,139.5,139.5,1,1,0.9964997499821415,4
24.993264,66.975654,122.54,133,1,1,0,6,5,28,7,1,31,0,0,0.0,122.54,122.54,1,1,0.87534823915994,4
24.896197,67.252824,63.1,131,1,1,0,4,10,28,7,1,31,0,1,0.0,63.1,63.1,1,0,0.4507464818915637,3
25.003551,67.212427,65.26,273,1,1,0,3,16,28,7,1,31,0,1,0.0,65.26,65.26,1,0,0.4661761554396743,3
24.923586,67.083756,20.77,90,1,1,0,4,28,28,7,1,31,0,1,0.0,20.77,20.77,1,0,0.14836774055289662,1
24.794972,67.148925,30.25,38,1,1,0,15,19,27,7,0,31,0,0,0.0,30.25,30.25,1,0,0.21608686334738195,2
25.075054,67.096687,74.03,209,1,1,0,13,33,27,7,0,31,0,0,0.0,74.03,74.03,1,0,0.5288234873919565,3
24.807796,66.998355,134.32,204,1,1,0,22,30,27,7,0,31,0,1,0.0,134.32,134.32,1,1,0.9594971069362096,4
24.836963,67.252788,108.21,69,1,1,0,11,3,28,7,1,31,0,0,0.0,108.21,108.21,1,1,0.7729837845560397,4
24.8515,67.243719,139.15,286,1,1,0,10,6,28,7,1,31,0,0,0.0,139.15,139.15,1,1,0.993999571397957,4
25.0826,67.060022,92.03,124,1,1,0,0,27,28,7,1,31,0,1,0.0,92.03,92.03,1,0,0.657404100292878,4
25.0393,67.048714,137.82,205,1,1,0,9,43,28,7,1,31,0,0,0.0,137.82,137.82,1,1,0.9844988927780555,4
24.878376,67.288615,6.05,354,1,1,0,1,34,28,7,1,31,0,1,0.0,6.05,6.05,1,0,0.04321737266947639,1
25.08521,67.044447,116.36,169,1,1,0,3,12,28,7,1,31,0,1,0.0,116.36,116.36,1,1,0.8312022287306235,4
24.908414,67.014541,115.45,215,1,1,0,12,33,27,7,0,31,0,0,0.0,115.45,115.45,1,1,0.8247017644117437,4
25.076577,67.166714,109.0,123,1,1,0,8,50,28,7,1,31,0,0,0.0,109.0,109.0,1,1,0.7786270447889134,4
25.013291,67.054694,95.92,62,1,1,0,12,9,27,7,0,31,0,0,0.0,95.92,95.92,1,0,0.6851917994142438,4
25.070835,67.252913,134.45,348,1,1,0,3,34,28,7,1,31,0,1,0.0,134.45,134.45,1,1,0.9604257446960496,4
24.873476,66.903368,136.17,343,1,1,0,22,53,27,7,0,31,0,1,0.0,136.17,136.17,1,1,0.972712336595471,4
