id,vehicle_id,latitude,longitude,speed,heading,ignition,engine_running,state,last_seen,created_at,updated_at
796e5074-9dcb-4d2d-bec0-872a465bf3ce,6a86c3e9-a9a4-4998-bb02-5984a97eb8e9,24.98509,67.049368,99.81,264,True,True,MOVING,2026-07-27 18:54:50.111405,2026-07-27 18:54:50.111405,2026-07-27 18:54:50.111405
b673b109-692a-4824-b8e6-f56aba300cac,1af365ac-cadd-4651-97bd-23b35f668274,24.86833,67.135323,16.94,117,True,True,MOVING,2026-07-27 13:55:39.111405,2026-07-27 13:55:39.111405,2026-07-27 13:55:39.111405
c1ef1c5f-aa15-4393-8487-fd3bb8fcaa84,ca14df8e-32ff-4320-9cd8-74c2456c39bf,24.970886,66.991577,30.83,16,True,True,MOVING,2026-07-27 23:19:18.111405,2026-07-27 23:19:18.111405,2026-07-27 23:19:18.111405
4a16cebc-e79a-403e-b43a-8490d6a0c44b,46d74f9b-904b-4b5e-bb33-f9eb46745156,24.984142,66.985695,9.92,67,True,True,MOVING,2026-07-27 14:33:40.111405,2026-07-27 14:33:40.111405,2026-07-27 14:33:40.111405
b9cc2697-e0ac-44e7-90c2-077402594bcc,95e858fe-839e-4e3c-a54b-6d4ec6715ce4,24.915541,67.062824,80.67,48,True,True,MOVING,2026-07-28 07:49:23.111405,2026-07-28 07:49:23.111405,2026-07-28 07:49:23.111405
72547154-5c75-4825-9f39-0b352f13ce01,bdd45c24-16a0-45d3-b6dd-fe565d190580,24.893886,67.245535,92.26,27,True,True,MOVING,2026-07-27 11:33:38.111405,2026-07-27 11:33:38.111405,2026-07-27 11:33:38.111405
d581d07e-b104-46e1-a112-452055e92f78,0e7c492c-32cf-4f04-bcb3-b6d5a3a1a1ad,24.890917,67.035721,137.78,55,True,True,MOVING,2026-07-28 02:17:56.111405,2026-07-28 02:17:56.111405,2026-07-28 02:17:56.111405
96e765ce-2c9f-495f-84e8-87e27abc3a37,3f538234-65f1-42cb-afa4-92e58311f1dd,24.799064,66.973395,26.82,236,True,True,MOVING,2026-07-28 02:15:25.111405,2026-07-28 02:15:25.111405,2026-07-28 02:15:25.111405
783eae92-5fe3-429c-a734-5e89cd6178d0,c5ceb160-0a99-431f-ba49-7bcd5444dee3,25.032808,67.242387,122.43,50,True,True,MOVING,2026-07-28 09:30:37.111405,2026-07-28 09:30:37.111405,2026-07-28 09:30:37.111405
9e75dec4-1619-4e62-aaf9-1597602ab9c3,4cfc2187-4931-42e5-89de-011aa65d3cc3,24.755165,66.937305,91.3,121,True,True,MOVING,2026-07-28 05:17:49.111405,2026-07-28 05:17:49.111405,2026-07-28 05:17:49.111405
d1dd3138-6320-497e-a49a-0db534df3b9f,47dd2337-64fc-4e9c-ba8d-a53c8d894124,25.052628,67.260977,56.9,84,True,True,MOVING,2026-07-27 21:33:15.111405,2026-07-27 21:33:15.111405,2026-07-27 21:33:15.111405
3ca009af-bb1b-4108-99fd-386dcb12ef20,bbc3440e-54b9-4fc5-ab81-3d85a8b70162,25.074281,67.214052,0.3,146,True,True,MOVING,2026-07-27 19:57:03.111405,2026-07-27 19:57:03.111405,2026-07-27 19:57:03.111405
9974276d-d5af-4b50-8d89-803077a77759,64d8ae0a-3eaf-404e-9a31-88c7f947f631,25.024177,67.164749,97.52,249,True,True,IDLE,2026-07-28 05:42:58.111405,2026-07-28 05:42:58.111405,2026-07-28 05:42:58.111405
048eb8f5-0d2f-401c-b3ce-ccdf33935126,354a1e08-259a-401c-a2b3-e8bf3ae8e858,24.770469,67.194295,26.59,31,True,True,MOVING,2026-07-27 23:56:03.111405,2026-07-27 23:56:03.111405,2026-07-27 23:56:03.111405
472d04a0-84b0-4dc1-b160-11a8eee38829,d9ff324c-ab47-4e1b-ac69-07a0ca77e3eb,24.925998,67.241088,8.0,80,True,True,MOVING,2026-07-28 09:16:52.111405,2026-07-28 09:16:52.111405,2026-07-28 09:16:52.111405
c88a155e-8252-476a-91c5-7b3616f4aa4b,23909025-a32d-47dc-bb7c-7e327a350590,24.815039,67.138014,134.51,345,True,True,MOVING,2026-07-28 02:47:19.111405,2026-07-28 02:47:19.111405,2026-07-28 02:47:19.111405
685e553b-c629-47cc-a4c9-9ed16edc25fd,e8a91b5f-df5f-4e4c-829a-e046ecef6728,24.949386,67.131568,56.53,20,True,True,PARKED,2026-07-27 12:48:04.111405,2026-07-27 12:48:04.111405,2026-07-27 12:48:04.111405
65f80882-577b-4bbc-8c54-e8b72f5d9ec0,4553aa77-60b2-49b2-bb44-a66ee3d028b7,24.947829,67.026548,11.48,133,True,True,MOVING,2026-07-28 03:54:55.111405,2026-07-28 03:54:55.111405,2026-07-28 03:54:55.111405
4eefb015-a3b9-49ee-a6e0-35d52e675932,ffc7b917-692d-4e7e-a607-3d39c5b30f5d,24.842965,66.952351,93.76,330,True,True,MOVING,2026-07-28 00:25:46.111405,2026-07-28 00:25:46.111405,2026-07-28 00:25:46.111405
d837f0c8-7c90-40de-8260-e1f3d3480def,78b4240b-30c2-4213-9f9c-28405f89642b,25.077507,66.903726,64.01,318,True,True,PARKED,2026-07-27 14:51:15.111405,2026-07-27 14:51:15.111405,2026-07-27 14:51:15.111405
b364960b-2d1d-40a6-994f-dff0ec36361b,198851e2-7475-4eac-9e41-3df34117b5d0,24.824604,67.00608,139.45,178,True,True,MOVING,2026-07-28 08:50:51.111405,2026-07-28 08:50:51.111405,2026-07-28 08:50:51.111405
75313eaa-b4cf-47ce-9935-0bcc886615c9,23a45689-7f71-4cc5-b1ef-a7597cee4ef8,24.805211,67.233498,123.1,154,True,True,MOVING,2026-07-27 13:04:54.111405,2026-07-27 13:04:54.111405,2026-07-27 13:04:54.111405
f0cebc23-9abc-4b2f-a900-ef95fd77b85b,365e8a9b-bf24-4330-a06f-29e1cf80e54a,24.935129,67.167145,137.74,283,True,True,IDLE,2026-07-28 00:27:07.111405,2026-07-28 00:27:07.111405,2026-07-28 00:27:07.111405
4713ea70-c6ee-4270-9459-af15f28452cc,0ddb8509-da20-4e77-b94c-a88f8949013c,25.057344,67.005786,130.45,54,True,True,MOVING,2026-07-27 15:12:35.111405,2026-07-27 15:12:35.111405,2026-07-27 15:12:35.111405
6b863407-3532-4380-8cba-83c3c739b510,f4384fa0-b839-4f52-b4a3-c11cd32959cc,24.82372,67.037152,21.76,351,True,True,MOVING,2026-07-27 12:15:37.111405,2026-07-27 12:15:37.111405,2026-07-27 12:15:37.111405
b7cc44ab-c04d-4db5-9cb8-cc5bd916d3ce,8a66e8c2-37ee-4b6b-b7e7-16441668297a,24.837892,67.263264,119.41,26,True,True,MOVING,2026-07-28 07:59:30.111405,2026-07-28 07:59:30.111405,2026-07-28 07:59:30.111405
e453d1f5-3953-4203-a0a6-c1302f2a134f,6a0382a6-41b1-4d47-ac2f-7bc46ebcbb31,24.76543,67.033423,88.8,66,True,True,IDLE,2026-07-27 12:09:20.111405,2026-07-27 12:09:20.111405,2026-07-27 12:09:20.111405
c9f7fb0b-6b33-47bd-844b-5c10b43950ad,69bc6ca6-bfe2-4ad6-a752-7ace60d1cd78,24.904642,67.182267,137.17,287,True,True,MOVING,2026-07-28 11:00:00.111405,2026-07-28 11:00:00.111405,2026-07-28 11:00:00.111405
26761479-67ef-4d4e-abba-d57c9935506d,90d865f3-4c69-41fd-b8ae-f6403eda4f29,24.991857,66.959622,15.66,18,True,True,PARKED,2026-07-27 21:54:34.111405,2026-07-27 21:54:34.111405,2026-07-27 21:54:34.111405
4a0c5d7b-1926-402c-ba7d-ecbe06de5df8,35ac3967-8a8d-465b-97a7-7ed214162c8e,24.794606,67.023303,81.55,20,True,True,MOVING,2026-07-27 22:19:29.111405,2026-07-27 22:19:29.111405,2026-07-27 22:19:29.111405
e78d8871-ec63-4731-aaa1-5f31493108e0,aa488e2d-4f44-4ab5-a293-bfb4de0ea6aa,24.785978,67.212046,29.41,208,True,True,MOVING,2026-07-27 12:45:16.111405,2026-07-27 12:45:16.111405,2026-07-27 12:45:16.111405
751689c4-fe62-4a1a-8f84-0e20bf45bcb5,17c171ae-567a-460c-9f9f-63bd35a75749,24.832858,66.965001,104.93,90,True,True,PARKED,2026-07-27 20:20:27.111405,2026-07-27 20:20:27.111405,2026-07-27 20:20:27.111405
3599f125-f383-4e09-adcf-302737692d78,cc2c0b4e-b390-472f-adee-5d6e1f46b323,24.866265,67.272326,3.47,342,True,True,IDLE,2026-07-28 02:19:00.111405,2026-07-28 02:19:00.111405,2026-07-28 02:19:00.111405
a4301083-2268-42e8-bd46-6130238b9152,7e3c79d5-bc04-4d8b-b7a8-4ee5d036efe7,24.787833,67.248867,37.35,240,True,True,IDLE,2026-07-28 03:15:13.111405,2026-07-28 03:15:13.111405,2026-07-28 03:15:13.111405
2b89c874-b928-4956-af7a-6bdf220aafde,ddebc94d-c1eb-4eaf-9f0f-6bb23584681d,24.87238,67.228215,27.94,116,True,True,PARKED,2026-07-28 03:14:08.111405,2026-07-28 03:14:08.111405,2026-07-28 03:14:08.111405
40ad65a0-f689-4f9a-87ab-77e2488315cc,0a7b1ef9-07a8-43a7-b652-3c0940417631,24.864892,67.245741,3.31,142,True,True,MOVING,2026-07-27 22:34:02.111405,2026-07-27 22:34:02.111405,2026-07-27 22:34:02.111405
2e3d1e0e-d935-4b14-a741-4655857bd14b,aed352f0-aadf-4460-bb95-393481cff005,25.093402,67.114486,89.81,14,True,True,MOVING,2026-07-28 07:09:09.111405,2026-07-28 07:09:09.111405,2026-07-28 07:09:09.111405
16d7bd09-29ae-4462-9b86-f61c6a5a5620,4542abc3-dbb3-45a4-932c-1031938ceba7,24.953206,67.29342,122.79,19,True,True,MOVING,2026-07-28 07:24:19.111405,2026-07-28 07:24:19.111405,2026-07-28 07:24:19.111405
3f1ae317-86a7-4d71-bc8c-b800b15ab6f3,dadae117-cf88-4259-9570-fc71d1214370,25.02525,67.074558,83.52,261,True,True,MOVING,2026-07-28 07:08:30.111405,2026-07-28 07:08:30.111405,2026-07-28 07:08:30.111405
8d69f300-3af1-4581-a6c7-d88b8ee39bb9,d2f6fe95-db4e-4973-a246-2fd8c9912a56,24.839153,67.183514,53.93,0,True,True,MOVING,2026-07-27 16:25:21.111405,2026-07-27 16:25:21.111405,2026-07-27 16:25:21.111405
88be1725-62cc-4c8a-954e-92b13425e8e6,7c0b721d-4823-46e5-8598-4f350512540a,25.0018,67.19678,129.58,343,True,True,MOVING,2026-07-28 04:10:42.111405,2026-07-28 04:10:42.111405,2026-07-28 04:10:42.111405
c6e401e8-65a4-41e4-bb5e-a205df69336d,08f0ad3d-136f-4193-ab36-f24749fa697c,24.982483,67.03208,50.99,160,True,True,MOVING,2026-07-28 06:48:53.111405,2026-07-28 06:48:53.111405,2026-07-28 06:48:53.111405
a348411d-bfc4-40ed-8e68-62c5fd715d26,0af0eaab-538a-4954-8b54-23b80739a374,24.85825,67.063357,100.77,206,True,True,MOVING,2026-07-28 00:35:15.111405,2026-07-28 00:35:15.111405,2026-07-28 00:35:15.111405
f1a383d1-cdb8-4d44-8240-3b325739feb2,833d6c47-d4f0-42ed-87e3-325ea0eacb11,24.982725,67.051658,77.62,89,True,True,MOVING,2026-07-27 12:56:31.111405,2026-07-27 12:56:31.111405,2026-07-27 12:56:31.111405
034d21db-9b30-432e-93fe-25d6a7715a42,e7129634-0746-4719-a3d8-3df764c86a13,25.041804,67.02155,79.67,107,True,True,MOVING,2026-07-27 19:42:01.111405,2026-07-27 19:42:01.111405,2026-07-27 19:42:01.111405
c7fd6791-b908-49f3-9cc8-895903a4f605,cbf5a76d-fc43-4441-8f5e-c5ab8955e84c,24.862787,67.076714,110.01,345,True,True,MOVING,2026-07-28 03:34:17.111405,2026-07-28 03:34:17.111405,2026-07-28 03:34:17.111405
71de32fe-f6e6-45d5-8479-809f422c3ad0,5bf8cee0-933a-4c7c-8984-ce50d4ca430a,25.085941,67.194385,71.56,337,True,True,IDLE,2026-07-28 08:15:53.111405,2026-07-28 08:15:53.111405,2026-07-28 08:15:53.111405
350e06ea-9a8f-47e3-b408-5694c5aec9e3,91fed2fb-d3cf-4edf-a0e5-dda88f6d8dcc,24.966741,66.937355,39.73,120,True,True,MOVING,2026-07-28 00:03:00.111405,2026-07-28 00:03:00.111405,2026-07-28 00:03:00.111405
2b1bfadf-8cad-4ae7-8551-6d6509f84807,31caede3-96c5-416e-9ba4-8cff389aa27d,24.758549,66.997937,31.45,243,True,True,MOVING,2026-07-27 13:05:47.111405,2026-07-27 13:05:47.111405,2026-07-27 13:05:47.111405
4dbb0b02-5c8c-4f33-96ac-76bd735ea72a,4a9ab49e-0205-4c59-a0a7-ce5433bb201a,24.895054,67.151906,118.96,99,True,True,MOVING,2026-07-27 21:22:19.111405,2026-07-27 21:22:19.111405,2026-07-27 21:22:19.111405
2ef54f68-6642-4ac8-922c-32d50f88efe9,9a4e9633-ee92-4eea-92c8-3f170b4e9909,24.97962,66.902218,69.21,54,True,True,MOVING,2026-07-27 19:52:23.111405,2026-07-27 19:52:23.111405,2026-07-27 19:52:23.111405
b7acf21c-26c2-4097-95a1-cb07f3248817,a6045566-154b-4011-89e8-62bd542af262,24.993569,67.08582,30.64,285,True,True,IDLE,2026-07-28 02:16:45.111405,2026-07-28 02:16:45.111405,2026-07-28 02:16:45.111405
81e54003-70da-4a23-8c9c-27d7a0858c81,1899e2ad-6e40-4c78-873d-28958b4bcd06,24.796669,67.085857,128.45,271,True,True,MOVING,2026-07-27 15:00:08.111405,2026-07-27 15:00:08.111405,2026-07-27 15:00:08.111405
622089d7-a34a-4d9f-b6ff-d13c4b151be6,383ce01d-1c74-44ce-95b7-63e1b8ee3f44,25.061999,67.145061,83.36,258,True,True,PARKED,2026-07-27 19:48:54.111405,2026-07-27 19:48:54.111405,2026-07-27 19:48:54.111405
80511e88-4ebd-432c-9395-b8466758e38a,9c4319b4-aaed-4b36-899e-9ba785b7a1d4,25.064023,67.197462,116.28,243,True,True,MOVING,2026-07-27 18:57:56.111405,2026-07-27 18:57:56.111405,2026-07-27 18:57:56.111405
171485dd-c5d6-4389-b6b6-6add8349ba6e,1f16d404-0271-4a99-ac75-3df5ead57ea3,24.973182,67.206325,36.29,266,True,True,MOVING,2026-07-27 17:42:30.111405,2026-07-27 17:42:30.111405,2026-07-27 17:42:30.111405
6dbd4e90-8f87-4a83-a32d-70b8222bffac,53da7c73-7ca6-4331-99c1-d38eefcacccc,24.777119,67.014291,87.74,139,True,True,MOVING,2026-07-27 23:07:27.111405,2026-07-27 23:07:27.111405,2026-07-27 23:07:27.111405
c1cdd97e-9476-4ee4-ab92-5f5a713d47de,bd318ec6-92c4-4820-aff8-e279f749a434,24.798431,66.992505,44.76,355,True,True,MOVING,2026-07-28 05:47:19.111405,2026-07-28 05:47:19.111405,2026-07-28 05:47:19.111405
caf45cd6-075a-418d-a8fb-19641982d658,dd4afaaa-223e-4118-92f6-6d6e71bb997b,24.89266,67.117044,98.9,212,True,True,MOVING,2026-07-28 09:05:06.111405,2026-07-28 09:05:06.111405,2026-07-28 09:05:06.111405
a128e6fa-e9fd-41bb-848e-f1774b97ba82,49b218e7-13a2-4a58-b7f0-7a22f6ebcdd3,25.066693,67.133632,28.96,356,True,True,MOVING,2026-07-28 10:38:27.111405,2026-07-28 10:38:27.111405,2026-07-28 10:38:27.111405
23a77f1e-cec7-452a-9bdb-45c65942687b,63cf3fc0-117d-4708-b48b-a8ab30486052,24.883133,66.902358,119.94,180,True,True,IDLE,2026-07-28 00:28:48.111405,2026-07-28 00:28:48.111405,2026-07-28 00:28:48.111405
ca2163a7-f3a4-4161-8a21-6dc381d5b763,b368a0fc-984c-40a6-add4-118d5327aacc,25.083701,67.067609,105.49,279,True,True,IDLE,2026-07-27 13:23:18.111405,2026-07-27 13:23:18.111405,2026-07-27 13:23:18.111405
641521c8-34df-4d24-9589-c8f269360692,71c32478-0227-4573-bf87-f7b49a8aa84b,24.845527,67.094257,125.69,199,True,True,MOVING,2026-07-27 23:06:50.111405,2026-07-27 23:06:50.111405,2026-07-27 23:06:50.111405
7e511d78-8bf6-4832-82bc-5dc9d376a2c2,15d684d5-1e3e-40f5-9a5c-510e073726fa,25.003463,67.236202,93.64,65,True,True,IDLE,2026-07-27 12:41:47.111405,2026-07-27 12:41:47.111405,2026-07-27 12:41:47.111405
9362ae8f-f4ba-42e7-a60e-42332a5cea6b,c4787f8b-24ec-4a02-a29b-2c99fd4f123d,24.957162,67.1652,74.78,42,True,True,PARKED,2026-07-27 11:57:01.111405,2026-07-27 11:57:01.111405,2026-07-27 11:57:01.111405
42364af5-925e-4158-8241-31a4ded23809,a5e8ae39-27e5-4a5e-9a97-e6b447be82dc,24.813605,67.004063,60.01,167,True,True,IDLE,2026-07-28 03:38:45.111405,2026-07-28 03:38:45.111405,2026-07-28 03:38:45.111405
398e5627-bc16-4a14-b4a3-032f71b94153,1aa18341-6894-4504-aafc-d5890e021167,25.057874,67.011303,63.66,215,True,True,MOVING,2026-07-28 02:10:02.111405,2026-07-28 02:10:02.111405,2026-07-28 02:10:02.111405
0d4e3fc6-182d-4d47-a8e5-fa558e1e633e,98c711d0-1768-4803-94d8-1fc991538013,25.012158,66.920834,116.89,179,True,True,MOVING,2026-07-28 03:11:18.111405,2026-07-28 03:11:18.111405,2026-07-28 03:11:18.111405
897480f6-b827-4802-a9bc-35dcfaae2186,de5c58bb-e6c0-4b91-97de-916dd65e10e1,24.978114,67.201693,91.02,126,True,True,IDLE,2026-07-28 04:05:37.111405,2026-07-28 04:05:37.111405,2026-07-28 04:05:37.111405
82f099fe-3dbf-429f-95f3-b8b58ea11388,07291749-2361-495d-bed1-7da2dcf3b6ba,24.833491,67.089424,117.49,58,True,True,MOVING,2026-07-27 14:49:07.111405,2026-07-27 14:49:07.111405,2026-07-27 14:49:07.111405
30ec544e-4be5-4418-8f80-2affb613fdf7,8f1f40fe-f1a7-4308-a6a1-907c09041aed,24.839685,67.047558,132.69,310,True,True,MOVING,2026-07-27 13:14:34.111405,2026-07-27 13:14:34.111405,2026-07-27 13:14:34.111405
e2358ee5-9b26-4fa2-8969-0a746b74fdfd,368ffa29-b725-4224-9e53-97181a88c0b6,25.022227,66.965506,134.92,159,True,True,IDLE,2026-07-28 07:24:59.111405,2026-07-28 07:24:59.111405,2026-07-28 07:24:59.111405
eb13a0e5-1785-4c58-96ce-15c2e4524860,d6e989f7-38d4-4008-9380-0d7512cc4aaf,24.951529,67.26321,81.02,192,True,True,PARKED,2026-07-27 20:54:37.111405,2026-07-27 20:54:37.111405,2026-07-27 20:54:37.111405
5a0f4980-c019-445a-b3ce-4c5c3bcccba6,97a3843c-bf16-44d3-bb36-5307a1315f82,24.957234,67.232229,131.81,124,True,True,MOVING,2026-07-28 07:38:31.111405,2026-07-28 07:38:31.111405,2026-07-28 07:38:31.111405
bf3c9d76-b184-442d-b035-69fb367047cb,0348de48-6370-42ff-b5bf-da1474fcbddd,24.989491,67.222211,97.61,289,True,True,MOVING,2026-07-28 09:51:24.111405,2026-07-28 09:51:24.111405,2026-07-28 09:51:24.111405
b6e29b7f-3d6e-42e2-a54d-d2569f9b63b9,146a023c-96ce-43d7-bb7c-fae520386b41,24.8797,67.102384,48.61,174,True,True,MOVING,2026-07-28 10:53:29.111405,2026-07-28 10:53:29.111405,2026-07-28 10:53:29.111405
159077ef-d0f3-40d7-82e2-9e0252fe96a5,5eaa41e3-13fb-4c88-8600-6170b51c26eb,24.786939,67.284315,118.94,325,True,True,IDLE,2026-07-27 18:36:49.111405,2026-07-27 18:36:49.111405,2026-07-27 18:36:49.111405
709cfb89-d8cb-4093-84ce-e0a7304792b0,eed8439c-a048-4aed-a194-cd05b29d0b49,25.006828,67.286189,99.02,138,True,True,MOVING,2026-07-27 12:55:39.111405,2026-07-27 12:55:39.111405,2026-07-27 12:55:39.111405
8cdd55b0-0926-4cfe-989e-59f4bb635f0b,ae1b794a-902b-46a8-b72b-addddd663383,24.919224,67.07423,113.15,303,True,True,MOVING,2026-07-28 01:34:48.111405,2026-07-28 01:34:48.111405,2026-07-28 01:34:48.111405
93736916-4ffb-4bd6-aa9e-f2c23f64631d,aa04f811-16c3-48f4-873c-7925abaf0b4f,25.077118,67.011571,45.12,230,True,True,MOVING,2026-07-28 02:28:24.111405,2026-07-28 02:28:24.111405,2026-07-28 02:28:24.111405
d7894362-4aaa-4f0b-b317-13ea185cf158,fc7cc255-7ad0-4a35-8032-8566fbbf69f0,24.983866,67.034559,105.07,253,True,True,MOVING,2026-07-27 23:31:07.111405,2026-07-27 23:31:07.111405,2026-07-27 23:31:07.111405
a72e6801-c054-429d-a8e3-96880cade1cd,54e4c8c4-10cb-4985-b140-f6203c07d873,25.029241,67.036136,25.46,305,True,True,MOVING,2026-07-28 01:17:36.111405,2026-07-28 01:17:36.111405,2026-07-28 01:17:36.111405
